cinema	listing_title	candidate_tmdb_id	verdict	correct_tmdb_id	evidence
ラピュタ阿佐ヶ谷	戦場にながれる歌	1593080	CORRECT		映画.com identifies this as Zenzo Matsuyama’s 1965 Japanese film, matching TMDB 1593080: https://eiga.com/movie/70282/
ラピュタ阿佐ヶ谷	従軍慰安婦	616826	CORRECT		映画.com identifies this as Ryuichi Takamori’s 1974 Japanese film, matching TMDB 616826: https://eiga.com/movie/69338/
ラピュタ阿佐ヶ谷	ドキュメント・ポルノ トルコテクニック大全集	234585	WRONG		映画.com identifies this as the 1974 original film, while TMDB 234585 is explicitly the different sequel 続トルコテクニック大全集: https://eiga.com/movie/80933/
下北沢トリウッド	リバー、流れないでよ	1138476	CORRECT		映画.com identifies this as Junta Yamaguchi’s 2023 Japanese film, matching TMDB 1138476: https://eiga.com/movie/96976/
下北沢トリウッド	君は映画	1631314	CORRECT		映画.com identifies this as Makoto Ueda’s 2026 Japanese film, matching TMDB 1631314: https://eiga.com/movie/105232/
下高井戸シネマ	人はなぜラブレターを書くのか	1593275	CORRECT		映画.com identifies this as Yuya Ishii’s 2026 Japanese film, matching TMDB 1593275: https://eiga.com/movie/105195/
下高井戸シネマ	ハムネット	858024	CORRECT		映画.com identifies this as Chloé Zhao’s 2025 British Hamnet, matching TMDB 858024: https://eiga.com/movie/104631/
下高井戸シネマ	国宝	1379266	CORRECT		映画.com identifies this as Lee Sang-il’s 2025 Japanese film, matching TMDB 1379266: https://eiga.com/movie/101370/
下高井戸シネマ	ツーリストファミリー	1398359	CORRECT		映画.com identifies this as Abishan Jeevinth’s 2025 Indian Tourist Family, matching TMDB 1398359: https://eiga.com/movie/104955/
下高井戸シネマ	ストリート・キングダム	1607600	CORRECT		映画.com identifies this as Tomorowo Taguchi’s 2026 Japanese film, matching TMDB 1607600: https://eiga.com/movie/105077/
下高井戸シネマ	ストリート・キングダム　自分の音を鳴らせ。	1607600	CORRECT		映画.com identifies this as Tomorowo Taguchi’s 2026 Japanese film, matching TMDB 1607600: https://eiga.com/movie/105077/
国立映画アーカイブ	わんわん忠臣蔵	266598	CORRECT		The National Film Archive of Japan identifies this as the 1963 Toei animation directed by Daisaku Shirakawa, matching TMDB 266598: https://www.nfaj.go.jp/film-program/toeianimation202607/
国立映画アーカイブ	ガリバーの宇宙旅行	39951	CORRECT		The National Film Archive of Japan identifies this as the 1965 Toei animation directed by Masao Kuroda, matching TMDB 39951: https://www.nfaj.go.jp/film-program/toeianimation202607/
小田原シネマ館	マーティ・シュプリーム　世界をつかめ	1317288	CORRECT		映画.com identifies this as Josh Safdie’s 2025 US Marty Supreme, matching TMDB 1317288: https://eiga.com/movie/105015/
小田原シネマ館	三角屋の交差点で	1548366	CORRECT		映画.com identifies this as Toru Yamada’s 2025 Japanese film, matching TMDB 1548366: https://eiga.com/movie/105586/
小田原シネマ館	人狼 JIN-ROH	823	CORRECT		映画.com identifies this as Hiroyuki Okiura’s 1999 Japanese film, matching TMDB 823: https://eiga.com/movie/37317/
川崎市アートセンター アルテリオ映像館	花様年華	843	CORRECT		映画.com identifies this as Wong Kar-wai’s 2000 Hong Kong film In the Mood for Love, matching TMDB 843: https://eiga.com/movie/1470/
川越スカラ座	ツイッギー	1049286	CORRECT		映画.com identifies this as Sadie Frost’s 2025 British documentary Twiggy, matching TMDB 1049286: https://eiga.com/movie/105623/
川越スカラ座	炎上	1559189	CORRECT		映画.com identifies this as Makoto Nagahisa’s 2026 Japanese film, matching TMDB 1559189: https://eiga.com/movie/104302/
新宿武蔵野館	夢物語 The Living Dragon	1719557	CORRECT		映画.com identifies this as Koichi Sakamoto’s 2026 Japanese film, matching TMDB 1719557: https://eiga.com/movie/105861/
新宿武蔵野館	死神バーバー	1694409	CORRECT		映画.com identifies this as Shinji Imaoka’s 2026 Japanese film, matching TMDB 1694409: https://eiga.com/movie/105696/
新宿武蔵野館	君と僕の5分	1326056	CORRECT		映画.com identifies this as Eom Ha-neul’s 2025 Korean film, matching TMDB 1326056: https://eiga.com/movie/105768/
新文芸坐	GO（2001）	37959	CORRECT		映画.com identifies this as Isao Yukisada’s 2001 Japanese GO, matching TMDB 37959: https://eiga.com/movie/1406/
新文芸坐	不毛地帯	444208	CORRECT		映画.com identifies this as Satsuo Yamamoto’s 1976 Japanese film, matching TMDB 444208: https://eiga.com/movie/39214/
新文芸坐	不貞の女	8286	CORRECT		映画.com identifies this as Claude Chabrol’s 1969 French-Italian La Femme infidèle, matching TMDB 8286: https://eiga.com/movie/105241/
新文芸坐	肉屋（1970）	2912	CORRECT		映画.com identifies this as Claude Chabrol’s 1970 French-Italian Le Boucher, matching TMDB 2912: https://eiga.com/movie/98236/
早稲田松竹	ワン・バトル・アフター・アナザー	1054867	CORRECT		映画.com identifies this as Paul Thomas Anderson’s 2025 US film, matching TMDB 1054867: https://eiga.com/movie/104106/
早稲田松竹	ジャグラー　ニューヨーク25時	44686	CORRECT		映画.com identifies this as Robert Butler’s 1980 US Night of the Juggler, matching TMDB 44686: https://eiga.com/movie/45324/
横浜シネマリン	ビートルズがいた夏 Things We Said Today	1213217	WRONG	1320381	The listing is Andrei Ujică’s 2024 France-Romania Beatles documentary, while TMDB 1213217 is John Miller-Monzon’s unrelated 1993 film: https://en.wikipedia.org/wiki/TWST_/_Things_We_Said_Today
横浜シネマリン	白夜（1971）	55847	CORRECT		映画.com identifies Robert Bresson’s Quatre nuits d’un rêveur as a 1971 production released in 1972, matching TMDB 55847: https://eiga.com/movie/25679/
横浜シネマリン	スリ（1959）	690	CORRECT		映画.com identifies this as Robert Bresson’s 1959 French Pickpocket, matching TMDB 690: https://eiga.com/movie/56676/
横浜シネマリン	ラルジャン	42112	CORRECT		映画.com identifies this as Robert Bresson’s 1983 French-Swiss L’Argent, matching TMDB 42112: https://eiga.com/movie/56677/
横浜シネマ・ジャック＆ベティ	ソング・サング・ブルー	1371185	CORRECT		映画.com identifies this as Craig Brewer’s 2025 US Song Sung Blue, matching TMDB 1371185: https://eiga.com/movie/105321/
横浜シネマ・ジャック＆ベティ	ヴィヴァルディと私	1365683	CORRECT		映画.com identifies this as Damiano Michieletto’s 2025 Italian-French Primavera, matching TMDB 1365683: https://eiga.com/movie/105898/
横浜シネマ・ジャック＆ベティ	残響のメロディ魂の放浪者ニコ、最後の旅路	473262	CORRECT		Jack & Betty identifies this as Susanna Nicchiarelli’s 2017 Nico, 1988, matching TMDB 473262: https://www.jackandbetty.net/cinema/detail/4047/
横浜シネマ・ジャック＆ベティ	シンプル・アクシデント　偶然	1456349	CORRECT		映画.com identifies this as Jafar Panahi’s 2025 French-Iranian-Luxembourg Un simple accident, matching TMDB 1456349: https://eiga.com/movie/103735/
池袋シネマ・ロサ	怪奇！死肉の男	1634820	CORRECT		映画.com identifies this as Takeshi Sone’s 2026 Japanese film, matching TMDB 1634820: https://eiga.com/movie/105580/
深谷シネマ	90メートル	1598671	CORRECT		映画.com identifies this as Shun Nakagawa’s 2026 Japanese film, matching TMDB 1598671: https://eiga.com/movie/105058/
深谷シネマ	ホールディング・リアット	1418569	CORRECT		映画.com identifies this as Brandon Kramer’s 2025 US Holding Liat, matching TMDB 1418569: https://eiga.com/movie/105363/
深谷シネマ	LOST LAND ロストランド	1517120	CORRECT		映画.com identifies Akio Fujimoto’s Japan-France-Malaysia-Germany Lost Land (festival year 2025; release year 2026), matching TMDB 1517120: https://eiga.com/movie/104326/
深谷シネマ	Riceboy ライスボーイ	1008038	CORRECT		映画.com identifies this as Anthony Shim’s 2023 Canadian Riceboy Sleeps, matching TMDB 1008038: https://eiga.com/movie/105457/
目黒シネマ	レンタル・ファミリー	1208348	CORRECT		映画.com identifies this as HIKARI’s 2025 US Rental Family, matching TMDB 1208348: https://eiga.com/movie/101439/
目黒シネマ	センチメンタル・バリュー	1124566	CORRECT		映画.com identifies this as Joachim Trier’s 2025 Norwegian-French-Danish-German Affeksjonsverdi, matching TMDB 1124566: https://eiga.com/movie/103740/
目黒シネマ	落下音	1221061	CORRECT		映画.com identifies this as Mascha Schilinski’s 2025 German In die Sonne schauen, matching TMDB 1221061: https://eiga.com/movie/103738/
目黒シネマ	そして彼女たちは	1242015	CORRECT		映画.com identifies this as the Dardenne brothers’ 2025 Belgian-French Jeunes mères, matching TMDB 1242015: https://eiga.com/movie/103725/
目黒シネマ	ある子供	11490	CORRECT		映画.com identifies the 2005 Belgian-French Dardenne brothers film L’enfant; TMDB 11490 foregrounds Luc while the source foregrounds Jean-Pierre, but it is the same co-directed film: https://eiga.com/movie/52798/
目黒シネマ	ロゼッタ	11489	CORRECT		映画.com identifies the 1999 Belgian-French Dardenne brothers film Rosetta; TMDB 11489 foregrounds Luc, but it is the same co-directed film: https://eiga.com/movie/1870/
神保町シアター	喜劇 駅前漫画	1492455	CORRECT		映画.com identifies this as Kozo Saeki’s 1966 Japanese film, matching TMDB 1492455: https://eiga.com/movie/35025/
神保町シアター	貸間あり	500914	CORRECT		映画.com identifies this as Yuzo Kawashima’s 1959 Japanese film, matching TMDB 500914: https://eiga.com/movie/35579/
K's Cinema (ケイズシネマ)	ブロンドの殺人者	1834	CORRECT		映画.com identifies this as Edward Dmytryk’s 1944 US Murder, My Sweet, matching TMDB 1834: https://eiga.com/movie/49089/
K's Cinema (ケイズシネマ)	湖中の女	1841	CORRECT		映画.com identifies this as Robert Montgomery’s 1946 Lady in the Lake, matching TMDB 1841: https://eiga.com/movie/60589/
K's Cinema (ケイズシネマ)	青い戦慄	16090	CORRECT		映画.com identifies this as George Marshall’s 1946 US The Blue Dahlia, matching TMDB 16090: https://eiga.com/movie/58474/
Stranger (ストレンジャー)	汚れた血	64131	CORRECT		映画.com identifies this as Leos Carax’s 1986 French Mauvais Sang, matching TMDB 64131: https://eiga.com/movie/31071/
アテネ・フランセ文化センター	アイアン・ホース	71068	CORRECT		映画.com identifies John Ford’s The Iron Horse (1924 production/1925 release), matching TMDB 71068: https://eiga.com/movie/41723/
シアター・イメージフォーラム	愛の世紀	52717	CORRECT		映画.com identifies this as Jean-Luc Godard’s 2001 French-Swiss Éloge de l’amour, matching TMDB 52717: https://eiga.com/movie/1257/
シネマヴェーラ渋谷	サイド・ストリート	18281	CORRECT		映画.com identifies this as Anthony Mann’s 1950 Side Street, matching TMDB 18281: https://eiga.com/movie/97822/
シネマヴェーラ渋谷	必死の逃避行	252575	WRONG	35955	Cinema Vera identifies the listing as Anthony Mann’s 1947 US film Desperate, while TMDB 252575 is George Mendeluk’s unrelated 2009 film: https://www.cinemavera.com/preview.html?no=352
シネマヴェーラ渋谷	遠い国	18721	CORRECT		映画.com identifies this as Anthony Mann’s 1954 The Far Country, matching TMDB 18721: https://eiga.com/movie/47172/
シネマヴェーラ渋谷	国境事件	33811	CORRECT		Cinema Vera identifies this as Anthony Mann’s 1949 Border Incident, matching TMDB 33811: https://www.cinemavera.com/preview.html?no=352
シネマヴェーラ渋谷	ウィンチェスター銃’73	14551	CORRECT		Cinema Vera identifies this as Anthony Mann’s 1950 Winchester ’73, matching TMDB 14551: https://www.cinemavera.com/preview.html?no=352
シネマヴェーラ渋谷	ウィンチェスター銃'73	14551	CORRECT		映画.com identifies this as Anthony Mann’s 1950 Winchester ’73, matching TMDB 14551: https://eiga.com/movie/42584/
シネマヴェーラ渋谷	夜歩く男	31556	CORRECT		Cinema Vera identifies this as the 1949 He Walked by Night, credited to Alfred L. Werker and substantially directed by Anthony Mann, matching TMDB 31556: https://www.cinemavera.com/preview.html?no=352
ヒューマントラストシネマ渋谷	よき谷の物語	1457842	CORRECT		映画.com identifies this as José Luis Guerín’s 2025 Spanish-French Historias del buen valle, matching TMDB 1457842: https://eiga.com/movie/106225/
ラピュタ阿佐ヶ谷	日本残虐女拷問	1113856	CORRECT		Laputa identifies this as Shinya Yamamoto’s 1977 Japanese film, matching TMDB 1113856: https://www.laputa-jp.com/laputa/program/yamamotoshinya/
川崎市アートセンター アルテリオ映像館	雲と大地のはざまで	1232710	CORRECT		映画.com identifies this as Franco García Becerra’s 2024 Peruvian-Chilean Raíz, matching TMDB 1232710: https://eiga.com/movie/106185/
新文芸坐	華麗なる一族	360179	CORRECT		映画.com identifies this as Satsuo Yamamoto’s 1974 Japanese film, matching TMDB 360179: https://eiga.com/movie/35707/
新文芸坐	女鹿	1787	CORRECT		映画.com identifies this as Claude Chabrol’s 1968 French-Italian Les Biches, matching TMDB 1787: https://eiga.com/movie/50064/
横浜シネマリン	少女ムシェット	1561	CORRECT		映画.com identifies this as Robert Bresson’s 1967 French Mouchette, matching TMDB 1561: https://eiga.com/movie/14646/
CINEMA AMIGO	Land of My Dreams	295039	WRONG	1190669	CINEMA AMIGO’s schedule prints “Land of My Dreams” as the English gloss on the same line as わたしの聖なるインド, the 2023 Indian documentary by Nausheen Khan; TMDB 295039 is Yann Gonzalez’s unrelated 2012 short (https://cinema-amigo.com/wp-content/uploads/pdf/schedule.pdf; https://cinemarine.co.jp/landofmydreams/).
CINEMA AMIGO	分別と多感 Kandukondain Kandukondain	69426	CORRECT		Cinema Amigo’s program identifies this as Rajiv Menon’s 2000 Indian Kandukondain Kandukondain, matching TMDB 69426: https://cinema-amigo.com/wp-content/uploads/pdf/schedule.pdf
K's Cinema (ケイズシネマ)	殺人者（1946）	14638	CORRECT		K’s Cinema identifies this as Robert Siodmak’s 1946 The Killers, matching TMDB 14638: https://www.ks-cinema.com/movie/hardboilednoir/
K's Cinema (ケイズシネマ)	悪徳警官	30036	CORRECT		K’s Cinema identifies this as Roy Rowland’s 1954 Rogue Cop, matching TMDB 30036: https://www.ks-cinema.com/movie/hardboilednoir/
K's Cinema (ケイズシネマ)	拳銃の報酬（1959）	239000	WRONG	26983	K’s Cinema identifies the listing as Robert Wise’s 1959 Odds Against Tomorrow, while TMDB 239000 is Charles F. Haas’s The Big Operator: https://www.ks-cinema.com/movie/hardboilednoir/
Stranger (ストレンジャー)	ボーイ・ミーツ・ガール（1983）	63418	CORRECT		映画.com identifies Leos Carax’s Boy Meets Girl (made in 1983 and released in 1984), matching TMDB 63418: https://eiga.com/movie/27929/
Stranger (ストレンジャー)	給阿マ的情書 おばあちゃんへのラブレター	1671548	CORRECT		Stranger identifies this as Lan Hongchun’s 2026 Chinese-language film, matching TMDB 1671548: https://stranger.jp/showing/6a534b1700bd7d3cc48ee9ea
アテネ・フランセ文化センター	パンドラの箱	905	CORRECT		映画.com identifies this as G. W. Pabst’s 1929 Pandora’s Box, matching TMDB 905: https://eiga.com/movie/48246/
アテネ・フランセ文化センター	淪落の女の日記	42637	CORRECT		映画.com identifies this as G. W. Pabst’s 1929 Diary of a Lost Girl, matching TMDB 42637: https://eiga.com/movie/67075/
シネマヴェーラ渋谷	グレン・ミラー物語	17729	CORRECT		Cinema Vera identifies this as Anthony Mann’s 1954 The Glenn Miller Story, matching TMDB 17729: https://www.cinemavera.com/preview.html?no=352
シネマヴェーラ渋谷	夜のストレンジャー	517903	WRONG	42885	Cinema Vera identifies the listing as Anthony Mann’s 1944 Strangers in the Night, while TMDB 517903 is Shunichi Nagasaki’s unrelated 1991 Japanese film: https://www.cinemavera.com/preview.html?no=352
ラピュタ阿佐ヶ谷	人間の條件 第1・2部	31217	CORRECT		映画.com identifies this as Masaki Kobayashi’s 1959 Human Condition Parts I–II, matching TMDB 31217: https://eiga.com/movie/38545/
ラピュタ阿佐ヶ谷	人間の條件第一部第二部	31217	CORRECT		映画.com identifies this as Masaki Kobayashi’s 1959 Human Condition Parts I–II, matching TMDB 31217: https://eiga.com/movie/38545/
ラピュタ阿佐ヶ谷	人間の條件第一部第二部※休憩10分	31217	CORRECT		Laputa identifies this as Masaki Kobayashi’s 1959 Human Condition Parts I–II; the ten-minute intermission is only a screening annotation: http://www.laputa-jp.com/laputa/program/war_movies/sakuhin4.html#34
ラピュタ阿佐ヶ谷	与太郎戦記女は幾万ありとても	1145947	CORRECT		Laputa identifies this as Taro Yuge’s 1970 Japanese film, matching TMDB 1145947: http://www.laputa-jp.com/laputa/program/war_movies/sakuhin3.html#28
ラピュタ阿佐ヶ谷	与太郎戦記 女は幾万ありとても	1145947	CORRECT		Filmarks identifies this as the 1970 Japanese film directed by 弓削太郎, matching TMDB #1145947 (https://filmarks.com/search/movies?q=与太郎戦記%20女は幾万ありとても).
国立映画アーカイブ	サイボーグ009／サイボーグ009 怪獣戦争	314186	WRONG	314090 + 314186	NFAJ explicitly lists a two-film programme—the 1966 サイボーグ009 and its 1967 sequel—whereas #314186 represents only the sequel (https://www.nfaj.go.jp/program/toeianimation202607-11/).
国立映画アーカイブ	マジンガーZ対暗黒大将軍	74617	CORRECT		NFAJ identifies the film as 西沢信孝’s 1974 Japanese animation, matching #74617 (https://www.nfaj.go.jp/program/toeianimation202607-11/).
国立映画アーカイブ	マジンガーZ 対 暗黒大将軍	74617	CORRECT		NFAJ identifies the spacing variant as 西沢信孝’s 1974 Japanese animation, matching #74617 (https://www.nfaj.go.jp/program/toeianimation202607-11/).
新文芸坐	海辺のポーリーヌ	10293	CORRECT		映画.com identifies 海辺のポーリーヌ as Éric Rohmer’s 1983 French film, matching #10293 (https://eiga.com/movie/43183/).
横浜シネマリン	バルタザールどこへ行く	20108	CORRECT		映画.com identifies the listing as Robert Bresson’s 1966 French film, matching #20108 (https://eiga.com/movie/48339/).
目黒シネマ	ボタニスト　植物を愛する少年	1556844	WRONG	1268919	Filmarks identifies the listing as Jing Yi’s 96-minute 2025 Chinese feature, while #1556844 is an unrelated 19-minute Dutch-language short with no matching director (https://filmarks.com/movies/121898).
目黒シネマ	王女メディア	26356	CORRECT		映画.com identifies 王女メディア as Pier Paolo Pasolini’s 1969 Italian film, matching #26356 (https://eiga.com/movie/43150/).
目黒シネマ	ボーイズ・ゴー・トゥ・ジュピター	1235137	CORRECT		Filmarks identifies the film as Julian Glander’s US animation Boys Go to Jupiter, matching #1235137 (https://filmarks.com/search/movies?q=ボーイズ・ゴー・トゥ・ジュピター).
目黒シネマ	息子のまなざし	35172	CORRECT		映画.com identifies the 2002 Belgian/French Dardenne film, matching #35172 (https://eiga.com/movie/51699/).
目黒シネマ	イゴールの約束	24183	CORRECT		映画.com identifies the 1996 Belgian/French Dardenne film, matching #24183 (https://eiga.com/movie/42959/).
目黒シネマ	ロルナの祈り	8899	CORRECT		映画.com identifies the 2008 Dardenne film Le Silence de Lorna, matching #8899 (https://eiga.com/movie/54342/).
K's Cinema (ケイズシネマ)	市街	29745	CORRECT		Filmarks identifies 市街／City Streets as Rouben Mamoulian’s 1931 US film, matching #29745 (https://filmarks.com/search/movies?q=市街%20City%20Streets).
K's Cinema (ケイズシネマ)	影無き男（1934）	3529	CORRECT		映画.com identifies the old-kanji title as W. S. Van Dyke’s 1934 The Thin Man, matching #3529 (https://eiga.com/movie/43120/).
K's Cinema (ケイズシネマ)	ガラスの鍵	17131	CORRECT		映画.com identifies ガラスの鍵 as Stuart Heisler’s 1942 US film, matching #17131 (https://eiga.com/movie/43510/).
アテネ・フランセ文化センター	スピオーネ	78507	CORRECT		Filmarks identifies Spione as Fritz Lang’s 1928 German film, matching #78507 (https://filmarks.com/search/movies?q=スピオーネ).
シネコヤ	響け！情熱のムリダンガム	504437	CORRECT		映画.com identifies the listing as Rajiv Menon’s 2019 Indian film Sarvam Thaala Mayam, matching #504437 (https://eiga.com/movie/100401/).
新文芸坐	緑の光線	54898	CORRECT		映画.com identifies 緑の光線 as Éric Rohmer’s 1986 French film, matching #54898 (https://eiga.com/movie/49252/).
Cinema Neko (シネマネコ)	映画 えんとつ町のプペル ～約束の時計台～	1464639	CORRECT		The official film site identifies this as Hirota Yusuke’s 2026 sequel, matching #1464639 (https://poupelle.com/).
Cinema Neko (シネマネコ)	映画　えんとつ町のプペル　約束の時計台	1464639	CORRECT		The official film site identifies this spacing variant as Hirota Yusuke’s 2026 sequel, matching #1464639 (https://poupelle.com/).
K's Cinema (ケイズシネマ)	キッスで殺せ！	18030	CORRECT		映画.com identifies キッスで殺せ！ as Robert Aldrich’s 1955 Kiss Me Deadly, matching #18030 (https://eiga.com/movie/43594/).
K's Cinema (ケイズシネマ)	裁くのは俺だ	37184	CORRECT		Filmarks identifies 裁くのは俺だ as Harry Essex’s 1953 I, the Jury, matching #37184 (https://filmarks.com/search/movies?q=裁くのは俺だ).
K2 Cinema	悪は存在しない	1156125	CORRECT		映画.com identifies 悪は存在しない as Ryusuke Hamaguchi’s 2023 Japanese film, matching #1156125 (https://eiga.com/movie/99914/).
K2 Cinema	悪は存在しない濱⼝⻯介監督特集上映突然、偶然、必然	1156125	CORRECT		The trailing text is K2’s Hamaguchi-retrospective banner; the underlying film is Hamaguchi’s 2023 悪は存在しない, matching #1156125 (https://k2-cinema.com/).
K2 Cinema	遺愛	1580162	CORRECT		Filmarks identifies 遺愛 as 酒井善三’s 2026 Japanese film, matching #1580162 (https://filmarks.com/search/movies?q=遺愛%20酒井善三).
Morc阿佐ヶ谷	済州島四・三事件　ハラン	1315477	CORRECT		映画.com identifies ハラン as Ha Myung-mi’s Korean Jeju 4.3 film, matching #1315477 (https://eiga.com/search/済州島四・三事件%20ハラン/).
Morc阿佐ヶ谷	テルマがゆく！ 93歳のやさしいリベンジ	1051891	CORRECT		映画.com identifies the listing as Josh Margolin’s 2024 US film Thelma, matching #1051891 (https://eiga.com/movie/103381/).
Morc阿佐ヶ谷	ブゴニア	701387	CORRECT		映画.com identifies ブゴニア as Yorgos Lanthimos’s 2025 film, matching #701387 (https://eiga.com/movie/102937/).
アテネ・フランセ文化センター	ピカデリイ	51079	CORRECT		Filmarks identifies Piccadilly as E. A. Dupont’s 1929 British film, matching #51079 (https://filmarks.com/search/movies?q=ピカデリイ%201929).
アテネ・フランセ文化センター	ピカデリィ	51079	CORRECT		Filmarks identifies this kana variant as E. A. Dupont’s 1929 British film Piccadilly, matching #51079 (https://filmarks.com/search/movies?q=ピカデリィ%201929).
シネスイッチ銀座	ヒトラーの毒見役	1291712	CORRECT		映画.com identifies the listing as Silvio Soldini’s Italian film Le assaggiatrici, matching #1291712 (https://eiga.com/movie/103889/).
シネマヴェーラ渋谷	Tメン	26174	CORRECT		Filmarks identifies Tメン as Anthony Mann’s 1947 US noir T-Men, matching #26174 (https://filmarks.com/search/movies?q=Tメン%201947).
下北沢トリウッド	ドロステのはてで僕ら	805627	CORRECT		映画.com identifies the film as 山口淳太’s 2020 Japanese feature, matching #805627 (https://eiga.com/movie/93168/).
国立映画アーカイブ	西遊記（1960）	76721	CORRECT		NFAJ identifies this explicit-year listing as the 1960 Toei animation directed by 白川大作, matching #76721 (https://www.nfaj.go.jp/program/toeianimation202607-11/).
小田原シネマ館	結局珈琲	1531897	CORRECT		Filmarks identifies 結局珈琲 as 細井じゅん’s 2026 Japanese film, matching #1531897 (https://filmarks.com/search/movies?q=結局珈琲).
小田原シネマ館	ラーゲリより愛を込めて	1030205	CORRECT		映画.com identifies the film as 瀬々敬久’s 2022 Japanese feature, matching #1030205 (https://eiga.com/movie/96338/).
新文芸坐	友だちの恋人	64544	CORRECT		映画.com identifies 友だちの恋人 as Éric Rohmer’s 1987 L’Ami de mon amie, matching #64544 (https://eiga.com/movie/47211/).
CINEMA AMIGO	14：30 みつけた、みつけた 分別と多感 Kandukondain Kandukondain	69426	CORRECT		The time and gloss surround the Japanese release title of Rajiv Menon’s 2000 Indian Kandukondain Kandukondain, matching #69426 (https://filmarks.com/search/movies?q=みつけた、みつけた%20分別と多感).
CINEMA AMIGO	18：00 わたしの聖なるインド Land of My Dreams	295039	WRONG	1190669	The cinema and director’s official page identify a 74-minute 2023 Indian documentary by Nausheen Khan, while #295039 is Yann Gonzalez’s 21-minute 2012 France/Portugal fiction short (https://cinemarine.co.jp/landofmydreams/; https://www.nausheenkhanfilms.com/land-of-my-dreams).
シネマヴェーラ渋谷	麗しのサブリナ	6620	CORRECT		映画.com identifies 麗しのサブリナ as Billy Wilder’s 1954 Sabrina, matching #6620 (https://eiga.com/movie/42630/).
シネマヴェーラ渋谷	ワン、ツー、スリー／ラブハント作戦	430	CORRECT		映画.com confirms ワン、ツー、スリー and ラブハント作戦 are titles for Billy Wilder’s 1961 One, Two, Three, matching #430 (https://eiga.com/movie/51166/).
シネマ・ノヴェチェント	POCA PON ポカポン	1381564	CORRECT		The cinema page identifies the film as 大塚信一’s 2025 Japanese feature (released in 2026), matching the title/director of #1381564 (https://cinemarine.co.jp/pocapon/).
下高井戸シネマ	ARCO アルコ	804370	CORRECT		映画.com identifies ARCO as Ugo Bienvenu’s 2025 French animation, matching #804370 (https://eiga.com/search/ARCO%20アルコ/).
下高井戸シネマ	ゴーレム	741089	WRONG	107983	The surrounding cinema programme is Piotr Szulkin’s retrospective and the listed ゴーレム is his 1980 Polish SF film, whereas #741089 is an unrelated Alexander Kott work (https://letterboxd.com/film/golem/).
下高井戸シネマ	宇宙戦争　次の世紀	185354	CORRECT		Filmarks identifies the listing as Piotr Szulkin’s 1981 Polish Wojna światów – następne stulecie, matching #185354 (https://filmarks.com/search/movies?q=宇宙戦争%20次の世紀).
国立映画アーカイブ	太陽の王子　ホルスの大冒険	52686	CORRECT		NFAJ identifies the film as 高畑勲’s 1968 Japanese animation, matching #52686 (https://www.nfaj.go.jp/program/toeianimation202607-11/).
国立映画アーカイブ	どうぶつ宝島	34834	CORRECT		NFAJ identifies the film as 池田宏’s 1971 Japanese animation, matching #34834 (https://www.nfaj.go.jp/program/toeianimation202607-11/).
新文芸坐	アリーテ姫	59297	CORRECT		映画.com identifies アリーテ姫 as 片渕須直’s 2001 Japanese animation, matching #59297 (https://eiga.com/movie/40501/).
新文芸坐	恋する惑星	11104	CORRECT		映画.com identifies 恋する惑星 as Wong Kar-wai’s 1994 Hong Kong film 重慶森林, matching #11104 (https://eiga.com/movie/44217/).
新文芸坐	天使の涙	11220	CORRECT		映画.com identifies 天使の涙 as Wong Kar-wai’s 1995 Hong Kong film 墮落天使, matching #11220 (https://eiga.com/movie/47369/).
横浜シネマリン	ひろしま	273433	CORRECT		映画.com identifies ひろしま as 関川秀雄’s 1953 Japanese film, matching #273433 (https://eiga.com/movie/38691/).
池袋シネマ・ロサ	四十九-SEEK	1425905	CORRECT		Filmarks identifies 四十九-SEEK as Shane Kosugi’s 2025 film, matching #1425905 (https://filmarks.com/search/movies?q=四十九-SEEK).
目黒シネマ	夢の涯てまでも ディレクターズカット・	10341	UNCERTAIN		映画.com identifies the listing as Wenders’s 288-minute director’s cut, while #10341’s cached runtime is the 158-minute 1991 theatrical cut, so the underlying film matches but the edition does not (https://eiga.com/movie/95835/).
神保町シアター	幕末太陽傳	125217	CORRECT		映画.com identifies the old-kanji title as 川島雄三’s 1957 Japanese film, matching #125217 (https://eiga.com/movie/38697/).
神保町シアター	おへその大将	1173487	CORRECT		Filmarks identifies おへその大将 as 佐伯幸三’s 1962 Japanese film, matching #1173487 (https://filmarks.com/search/movies?q=おへその大将).
神保町シアター	地方記者	927291	CORRECT		Filmarks identifies 地方記者 as 丸山誠治’s 1962 Japanese film, matching #927291 (https://filmarks.com/search/movies?q=地方記者%201962).
神保町シアター	わんぱく天使	1696868	CORRECT		Filmarks identifies わんぱく天使 as 久松静児’s 1963 Japanese film, matching #1696868 (https://filmarks.com/search/movies?q=わんぱく天使%201963).
CINEMA AMIGO	ダイヤモンド 私たちの衣装工房	1299046	CORRECT		映画.com identifies the listing as Ferzan Özpetek’s 2024 Italian Diamanti, matching #1299046 (https://eiga.com/search/ダイヤモンド%20私たちの衣装工房/).
CINEMA AMIGO	エリス＆トム ボサノヴァ名盤誕生秘話	1030653	CORRECT		映画.com identifies the documentary as Jom Tob Azulay’s 2023 Brazilian Elis & Tom, matching #1030653 (https://eiga.com/movie/101288/).
